"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"ARKIVNUMMER";"FARTSGRENSE (KM/H)";"GEOMETRI, HJELPELINJE";"GYLDIG FRA DATO";"VEDTAKSNUMMER";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI"
"86504617";"105";"2";"1";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2472-2477";"Riksveg";"Eksisterende";"162";"1";"1";"2472,312";"2477,439";"625517";"0";"0,00299822";"WITH";"";"kanalisertVeg";"5,127";"";"";"LINESTRING Z(262641 6649263.2 4.158, 262640.255 6649268.268 3.942)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2477-2483";"Riksveg";"Eksisterende";"162";"1";"1";"2477,439";"2482,673";"625517";"0,00299822";"0,00605943";"WITH";"";"kanalisertVeg";"5,234";"";"";"LINESTRING Z(262640.255 6649268.268 3.942, 262639.495 6649273.442 3.721)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2483-2526";"Riksveg";"Eksisterende";"162";"1";"1";"2482,673";"2526,317";"625517";"0,00605943";"0,03158432";"WITH";"";"kanalisertVeg";"43,645";"";"";"LINESTRING Z(262639.495 6649273.442 3.721, 262637.9 6649284.3 3.258, 262634.9 6649304.1 2.558, 262632.6 6649316.5 2.058)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2526-2565";"Riksveg";"Eksisterende";"162";"1";"1";"2526,317";"2565,314";"625517";"0,03158432";"0,05439222";"WITH";"";"enkelBilveg";"38,997";"";"";"LINESTRING Z(262632.6 6649316.5 2.058, 262629.7 6649336.3 0.558, 262627.9 6649345.7 -0.842, 262626.46 6649354.821 -1.514)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2565-2936";"Riksveg";"Eksisterende";"162";"1";"1";"2565,314";"2936,334";"625517";"0,05439222";"0,27137622";"WITH";"";"enkelBilveg";"371,02";"";"";"LINESTRING Z(262626.46 6649354.821 -1.514, 262626.4 6649355.2 -1.542, 262625.1 6649360 -1.842, 262624 6649364.4 -2.142, 262622.4 6649369.9 -2.542, 262621.2 6649373.9 -2.842, 262619.5 6649378.1 -3.042, 262617.673 6649381.699 -3.242, 262616.202 6649384.779 -3.341, 262614.87 6649388.023 -3.442, 262612.7 6649393.2 -3.642, 262610.5 6649397.6 -3.842, 262608.4 6649402.1 -3.942, 262605.9 6649406.6 -3.942, 262603 6649412.5 -3.942, 262600.8 6649416.6 -3.942, 262600.5 6649417.1 -3.942, 262598.2 6649421.8 -3.842, 262595.9 6649426.4 -3.842, 262593.1 6649432.4 -3.642, 262590.7 6649438.5 -3.442, 262588.8 6649443.5 -3.242, 262587.1 6649448.4 -3.042, 262585.5 6649453.5 -2.842, 262584.2 6649458.5 -2.642, 262583 6649463.6 -2.442, 262581.8 6649468.8 -2.242, 262580.7 6649473.9 -2.042, 262579.6 6649479.1 -1.742, 262578.5 6649484.3 -1.542, 262577.2 6649489.5 -1.442, 262576.3 6649493.5 -1.242, 262575.3 6649497.3 -1.042, 262574.4 6649501.3 -0.942, 262573.2 6649505.1 -0.842, 262571.7 6649510.2 -0.542, 262570.5 6649514.2 -0.442, 262569.1 6649518 -0.242, 262567.7 6649521.9 -0.142, 262566.1 6649525.6 0.058, 262564.6 6649529.5 0.258, 262562.7 6649533.1 0.358, 262561 6649537 0.458, 262559.2 6649540.6 0.558, 262556.7 6649545.6 0.758, 262554.7 6649549.3 0.858, 262552.8 6649552.8 0.958, 262550.9 6649556.5 1.058, 262548.9 6649560 1.158, 262545.6 6649565.8 1.258, 262542.3 6649571.2 1.458, 262539.7 6649575.5 1.558, 262537 6649579.8 1.658, 262534.2 6649584 1.858, 262530.6 6649588.9 1.958, 262527.5 6649593.1 2.058, 262524.3 6649597 2.258, 262521.1 6649600.9 2.358, 262516.8 6649605.6 2.458, 262512.2 6649610.3 2.658, 262508.6 6649613.7 2.758, 262504.8 6649617.3 2.858, 262500.9 6649620.8 3.058, 262496 6649625.2 3.158, 262491.9 6649628.6 3.358, 262488.8 6649631.2 3.458, 262486.6 6649633.2 3.558, 262484.8 6649634.8 3.558, 262481.8 6649637.5 3.658, 262478.6 6649640 3.858, 262475.6 6649642.7 4.058, 262472.4 6649645.4 4.258, 262469.5 6649648.1 4.458, 262466.5 6649650.8 4.658, 262461.4 6649655.2 5.158, 262456.4 6649659.5 5.658, 262452.4 6649662.9 6.158, 262446.3 6649667.7 6.758, 262446.022 6649667.905 6.8)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m2936-3051";"Riksveg";"Eksisterende";"162";"1";"1";"2936,334";"3050,637";"625517";"0,27137622";"0,3382281";"WITH";"";"enkelBilveg";"114,303";"";"";"LINESTRING Z(262446.022 6649667.905 6.8, 262439.1 6649673 7.858, 262436.7 6649674.8 8.058, 262430.6 6649678.8 8.458, 262411.6 6649689 9.258, 262398.2 6649694.9 9.758, 262394.2 6649696.7 9.758, 262390.1 6649698.5 9.758, 262384.3 6649701.1 10.258, 262383.4 6649701.4 10.258, 262373.2 6649705.6 10.858, 262358.4 6649711.7 11.658, 262343.4 6649716.7 12.658)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3051-3070";"Riksveg";"Eksisterende";"162";"1";"1";"3050,637";"3070,333";"625517";"0,3382281";"0,3497478";"WITH";"";"kanalisertVeg";"19,696";"";"";"LINESTRING Z(262343.4 6649716.7 12.658, 262339.5 6649717.9 12.858, 262335.5 6649719.1 13.058, 262327.1 6649721.4 13.358, 262324.473 6649722.088 13.421)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3070-3096";"Riksveg";"Eksisterende";"162";"1";"1";"3070,333";"3096,453";"625517";"0,3497478";"0,3650239";"WITH";"";"kanalisertVeg";"26,119";"";"";"LINESTRING Z(262324.473 6649722.088 13.421, 262318.7 6649723.6 13.558, 262315.9 6649724.5 13.758, 262311.4 6649725.2 14.058, 262306.2 6649726 14.258, 262298.9 6649727 14.558)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3096-3458";"Riksveg";"Eksisterende";"162";"1";"1";"3096,453";"3458,384";"625517";"0,3650239";"0,57670437";"WITH";"";"kanalisertVeg";"361,932";"";"";"LINESTRING Z(262298.9 6649727 14.558, 262296.9 6649727.5 14.658, 262294.9 6649727.8 14.758, 262289.1 6649728.4 14.958, 262285.9 6649728.7 15.358, 262279.7 6649729.2 15.658, 262274.9 6649729.5 15.858, 262270.1 6649729.8 16.058, 262265.3 6649730 16.058, 262252.6 6649730.2 16.158, 262239.5 6649730.5 16.058, 262233.7 6649730.7 15.958, 262229.1 6649730.8 15.858, 262224.4 6649730.8 15.658, 262219.7 6649730.8 15.458, 262213.5 6649730.8 15.158, 262208.9 6649730.8 14.958, 262204.1 6649730.7 14.758, 262199.3 6649730.5 14.458, 262193.3 6649730.2 14.258, 262187.4 6649729.6 13.958, 262182.6 6649729.1 13.758, 262177.8 6649728.7 13.558, 262173.1 6649728 13.358, 262166.9 6649727.1 13.158, 262161.8 6649726.4 12.958, 262156.8 6649725.7 12.758, 262151.8 6649724.9 12.458, 262149.7 6649724.7 12.358, 262145.3 6649724 12.258, 262138.8 6649723.1 12.058, 262134.7 6649722.4 11.858, 262130.8 6649721.9 11.658, 262126.7 6649721.1 11.558, 262122.8 6649720.5 11.358, 262118.5 6649719.8 11.158, 262114.3 6649719.1 10.958, 262110.1 6649718.4 10.858, 262105.9 6649717.8 10.658, 262100.3 6649716.8 10.358, 262095.8 6649716.2 10.258, 262091.6 6649715.6 10.058, 262087.1 6649714.9 9.858, 262082.8 6649714.5 9.758, 262078.3 6649713.8 9.558, 262073.8 6649713.3 9.458, 262069.1 6649712.9 9.358, 262064.5 6649712.7 9.258, 262058.5 6649712.5 9.258, 262054 6649712.6 9.258, 262049.3 6649712.7 9.258, 262044.7 6649713.1 9.258, 262040.1 6649713.7 9.258, 262035.8 6649714.5 9.358, 262031.2 6649715.4 9.358, 262025.4 6649716.9 9.458, 262021 6649718.2 9.458, 262016.9 6649719.6 9.558, 262012.7 6649721.3 9.658, 262008.5 6649723 9.758, 262004.7 6649724.9 9.858, 262000.8 6649726.9 10.058, 261997.2 6649728.9 10.458, 261987.9 6649734.7 10.758, 261982.5 6649738.2 11.158, 261978.2 6649741.1 11.458, 261974.2 6649743.9 11.758, 261970.2 6649746.8 11.958, 261965.4 6649750.3 12.258, 261960.7 6649753.7 12.458, 261958.9 6649755.1 12.458, 261955.2 6649757.8 12.558, 261951.466 6649760.436 12.631)"
"86504617";"105";"2";"0";"2017-12-11";"";"2023-07-26T10:16:47";"vtrl. §6";"50";"";"1950-01-01";"vtrl. §6";"Oslo";"301";"Oslo";"3";"RUTE3 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus,0310 Tunnel Oslo 2020-2025,9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9151 Stor-Oslo veglys 2021-2023,Vegoppmerking Oslo 2021-2023,Drifts- og vedlikeholdskontrakt for signalanlegg i Region øst 2018-2022,Drift og vedlikehold av elektriske anlegg Oslo Asker og Bærum 2018-2023,9161 Oslo Elektro 2023-2028";"RV162 S1D1 m3458-3460";"Riksveg";"Eksisterende";"162";"1";"1";"3458,384";"3460,056";"625517";"0,57670437";"0,57768217";"WITH";"";"kanalisertVeg";"1,672";"";"";"LINESTRING Z(261951.466 6649760.436 12.631, 261950.1 6649761.4 12.658)"
